t_min,SoC_true_%,I_mA,Vterm_V,phase,STAT,fw_old_%,fw_new_%
100.667,86.79,268.6,4.2000,CV,0,68.8,68.8
100.750,86.85,267.6,4.2000,CV,0,68.8,68.8
100.833,86.92,266.5,4.2000,CV,0,68.9,68.9
100.917,86.98,265.4,4.2000,CV,0,68.9,68.9
101.000,87.04,264.3,4.2000,CV,0,69.0,69.0
101.083,87.10,263.2,4.2000,CV,0,69.0,69.0
101.167,87.16,262.2,4.2000,CV,0,69.1,69.1
101.250,87.22,261.1,4.2000,CV,0,69.1,69.1
101.333,87.28,260.1,4.2000,CV,0,69.2,69.2
101.417,87.34,259.0,4.2000,CV,0,69.2,69.2
101.500,87.40,258.0,4.2000,CV,0,69.3,69.3
101.583,87.46,256.9,4.2000,CV,0,69.3,69.3
101.667,87.52,255.9,4.2000,CV,0,69.4,69.4
101.750,87.58,254.8,4.2000,CV,0,69.4,69.4
101.833,87.64,253.8,4.2000,CV,0,69.5,69.5
101.917,87.70,252.8,4.2000,CV,0,69.5,69.5
102.000,87.76,251.7,4.2000,CV,0,69.6,69.6
102.083,87.82,250.7,4.2000,CV,0,69.7,69.7
102.167,87.87,249.7,4.2000,CV,0,69.7,69.7
102.250,87.93,248.7,4.2000,CV,0,69.8,69.8
102.333,87.99,247.7,4.2000,CV,0,69.8,69.8
102.417,88.05,246.7,4.2000,CV,0,69.9,69.9
102.500,88.10,245.7,4.2000,CV,0,69.9,69.9
102.583,88.16,244.7,4.2000,CV,0,70.0,70.0
102.667,88.22,243.7,4.2000,CV,0,70.0,70.0
102.750,88.27,242.7,4.2000,CV,0,70.1,70.1
102.833,88.33,241.7,4.2000,CV,0,70.1,70.1
102.917,88.39,240.8,4.2000,CV,0,70.2,70.2
103.000,88.44,239.8,4.2000,CV,0,70.2,70.2
103.083,88.50,238.8,4.2000,CV,0,70.3,70.3
103.167,88.55,237.8,4.2000,CV,0,70.3,70.3
103.250,88.61,236.9,4.2000,CV,0,70.4,70.4
103.333,88.66,235.9,4.2000,CV,0,70.4,70.4
103.417,88.72,235.0,4.2000,CV,0,70.5,70.5
103.500,88.77,234.0,4.2000,CV,0,70.5,70.5
103.583,88.83,233.1,4.2000,CV,0,70.6,70.6
103.667,88.88,232.1,4.2000,CV,0,70.7,70.7
103.750,88.93,231.2,4.2000,CV,0,70.7,70.7
103.833,88.99,230.2,4.2000,CV,0,70.8,70.8
103.917,89.04,229.3,4.2000,CV,0,70.8,70.8
104.000,89.09,228.4,4.2000,CV,0,70.9,70.9
104.083,89.15,227.5,4.2000,CV,0,70.9,70.9
104.167,89.20,226.5,4.2000,CV,0,71.0,71.0
104.250,89.25,225.6,4.2000,CV,0,71.0,71.0
104.333,89.30,224.7,4.2000,CV,0,71.1,71.1
104.417,89.35,223.8,4.2000,CV,0,71.1,71.1
104.500,89.41,222.9,4.2000,CV,0,71.2,71.2
104.583,89.46,222.0,4.2000,CV,0,71.2,71.2
104.667,89.51,221.1,4.2000,CV,0,71.3,71.3
104.750,89.56,220.2,4.2000,CV,0,71.3,71.3
104.833,89.61,219.3,4.2000,CV,0,71.4,71.4
104.917,89.66,218.4,4.2000,CV,0,71.4,71.4
105.000,89.71,217.5,4.2000,CV,0,71.5,71.5
105.083,89.76,216.6,4.2000,CV,0,71.6,71.6
105.167,89.81,215.8,4.2000,CV,0,71.6,71.6
105.250,89.86,214.9,4.2000,CV,0,71.7,71.7
105.333,89.91,214.0,4.2000,CV,0,71.7,71.7
105.417,89.96,213.2,4.2000,CV,0,71.8,71.8
105.500,90.01,212.3,4.2000,CV,0,71.8,71.8
105.583,90.06,211.4,4.2000,CV,0,71.9,71.9
105.667,90.11,210.6,4.2000,CV,0,71.9,71.9
105.750,90.16,209.7,4.2000,CV,0,72.0,72.0
105.833,90.21,208.9,4.2000,CV,0,72.0,72.0
105.917,90.26,208.0,4.2000,CV,0,72.1,72.1
106.000,90.30,207.2,4.2000,CV,0,72.1,72.1
106.083,90.35,206.3,4.2000,CV,0,72.2,72.2
106.167,90.40,205.5,4.2000,CV,0,72.2,72.2
106.250,90.45,204.7,4.2000,CV,0,72.3,72.3
106.333,90.49,203.8,4.2000,CV,0,72.3,72.3
106.417,90.54,203.0,4.2000,CV,0,72.4,72.4
106.500,90.59,202.2,4.2000,CV,0,72.5,72.5
106.583,90.64,201.4,4.2000,CV,0,72.5,72.5
106.667,90.68,200.6,4.2000,CV,0,72.6,72.6
106.750,90.73,199.7,4.2000,CV,0,72.6,72.6
106.833,90.77,198.9,4.2000,CV,0,72.7,72.7
106.917,90.82,198.1,4.2000,CV,0,72.7,72.7
107.000,90.87,197.3,4.2000,CV,0,72.8,72.8
107.083,90.91,196.5,4.2000,CV,0,72.8,72.8
107.167,90.96,195.7,4.2000,CV,0,72.9,72.9
107.250,91.00,194.9,4.2000,CV,0,72.9,72.9
107.333,91.05,194.2,4.2000,CV,0,73.0,73.0
107.417,91.09,193.4,4.2000,CV,0,73.0,73.0
107.500,91.14,192.6,4.2000,CV,0,73.1,73.1
107.583,91.18,191.8,4.2000,CV,0,73.1,73.1
107.667,91.23,191.0,4.2000,CV,0,73.2,73.2
107.750,91.27,190.3,4.2000,CV,0,73.2,73.2
107.833,91.32,189.5,4.2000,CV,0,73.3,73.3
107.917,91.36,188.7,4.2000,CV,0,73.3,73.3
108.000,91.40,187.9,4.2000,CV,0,73.4,73.4
108.083,91.45,187.2,4.2000,CV,0,73.5,73.5
108.167,91.49,186.4,4.2000,CV,0,73.5,73.5
108.250,91.53,185.7,4.2000,CV,0,73.6,73.6
108.333,91.58,184.9,4.2000,CV,0,73.6,73.6
108.417,91.62,184.2,4.2000,CV,0,73.7,73.7
108.500,91.66,183.4,4.2000,CV,0,73.7,73.7
108.583,91.70,182.7,4.2000,CV,0,73.8,73.8
108.667,91.75,181.9,4.2000,CV,0,73.8,73.8
108.750,91.79,181.2,4.2000,CV,0,73.9,73.9
108.833,91.83,180.5,4.2000,CV,0,73.9,73.9
108.917,91.87,179.7,4.2000,CV,0,74.0,74.0
109.000,91.91,179.0,4.2000,CV,0,74.0,74.0
109.083,91.95,178.3,4.2000,CV,0,74.1,74.1
109.167,92.00,177.6,4.2000,CV,0,74.1,74.1
109.250,92.04,176.8,4.2000,CV,0,74.2,74.2
109.333,92.08,176.1,4.2000,CV,0,74.2,74.2
109.417,92.12,175.4,4.2000,CV,0,74.3,74.3
109.500,92.16,174.7,4.2000,CV,0,74.3,74.3
109.583,92.20,174.0,4.2000,CV,0,74.4,74.4
109.667,92.24,173.3,4.2000,CV,0,74.5,74.5
109.750,92.28,172.6,4.2000,CV,0,74.5,74.5
109.833,92.32,171.9,4.2000,CV,0,74.6,74.6
109.917,92.36,171.2,4.2000,CV,0,74.6,74.6
110.000,92.40,170.5,4.2000,CV,0,74.7,74.7
110.083,92.44,169.8,4.2000,CV,0,74.7,74.7
110.167,92.48,169.1,4.2000,CV,0,74.8,74.8
110.250,92.52,168.4,4.2000,CV,0,74.8,74.8
110.333,92.56,167.8,4.2000,CV,0,74.9,74.9
110.417,92.60,167.1,4.2000,CV,0,74.9,74.9
110.500,92.63,166.4,4.2000,CV,0,75.0,75.0
110.583,92.67,165.7,4.2000,CV,0,75.0,75.0
110.667,92.71,165.1,4.2000,CV,0,75.1,75.1
110.750,92.75,164.4,4.2000,CV,0,75.1,75.1
110.833,92.79,163.7,4.2000,CV,0,75.2,75.2
110.917,92.83,163.1,4.2000,CV,0,75.2,75.2
111.000,92.86,162.4,4.2000,CV,0,75.3,75.3
111.083,92.90,161.7,4.2000,CV,0,75.4,75.4
111.167,92.94,161.1,4.2000,CV,0,75.4,75.4
111.250,92.98,160.4,4.2000,CV,0,75.5,75.5
111.333,93.01,159.8,4.2000,CV,0,75.5,75.5
111.417,93.05,159.1,4.2000,CV,0,75.6,75.6
111.500,93.09,158.5,4.2000,CV,0,75.6,75.6
111.583,93.12,157.8,4.2000,CV,0,75.7,75.7
111.667,93.16,157.2,4.2000,CV,0,75.7,75.7
111.750,93.20,156.6,4.2000,CV,0,75.8,75.8
111.833,93.23,155.9,4.2000,CV,0,75.8,75.8
111.917,93.27,155.3,4.2000,CV,0,75.9,75.9
112.000,93.30,154.7,4.2000,CV,0,75.9,75.9
112.083,93.34,154.0,4.2000,CV,0,76.0,76.0
112.167,93.38,153.4,4.2000,CV,0,76.0,76.0
112.250,93.41,152.8,4.2000,CV,0,76.1,76.1
112.333,93.45,152.2,4.2000,CV,0,76.1,76.1
112.417,93.48,151.6,4.2000,CV,0,76.2,76.2
112.500,93.52,151.0,4.2000,CV,0,76.2,76.2
112.583,93.55,150.3,4.2000,CV,0,76.3,76.3
112.667,93.59,149.7,4.2000,CV,0,76.4,76.4
112.750,93.62,149.1,4.2000,CV,0,76.4,76.4
112.833,93.66,148.5,4.2000,CV,0,76.5,76.5
112.917,93.69,147.9,4.2000,CV,0,76.5,76.5
113.000,93.72,147.3,4.2000,CV,0,76.6,76.6
113.083,93.76,146.7,4.2000,CV,0,76.6,76.6
113.167,93.79,146.1,4.2000,CV,0,76.7,76.7
113.250,93.83,145.5,4.2000,CV,0,76.7,76.7
113.333,93.86,144.9,4.2000,CV,0,76.8,76.8
113.417,93.89,144.4,4.2000,CV,0,76.8,76.8
113.500,93.93,143.8,4.2000,CV,0,76.9,76.9
113.583,93.96,143.2,4.2000,CV,0,76.9,76.9
113.667,93.99,142.6,4.2000,CV,0,77.0,77.0
113.750,94.03,142.0,4.2000,CV,0,77.0,77.0
113.833,94.06,141.5,4.2000,CV,0,77.1,77.1
113.917,94.09,140.9,4.2000,CV,0,77.1,77.1
114.000,94.12,140.3,4.2000,CV,0,77.2,77.2
114.083,94.16,139.7,4.2000,CV,0,77.3,77.3
114.167,94.19,139.2,4.2000,CV,0,77.3,77.3
114.250,94.22,138.6,4.2000,CV,0,77.4,77.4
114.333,94.25,138.1,4.2000,CV,0,77.4,77.4
114.417,94.29,137.5,4.2000,CV,0,77.5,77.5
114.500,94.32,136.9,4.2000,CV,0,77.5,77.5
114.583,94.35,136.4,4.2000,CV,0,77.6,77.6
114.667,94.38,135.8,4.2000,CV,0,77.6,77.6
114.750,94.41,135.3,4.2000,CV,0,77.7,77.7
114.833,94.44,134.7,4.2000,CV,0,77.7,77.7
114.917,94.47,134.2,4.2000,CV,0,77.8,77.8
115.000,94.51,133.6,4.2000,CV,0,77.8,77.8
115.083,94.54,133.1,4.2000,CV,0,77.9,77.9
115.167,94.57,132.6,4.2000,CV,0,77.9,77.9
115.250,94.60,132.0,4.2000,CV,0,78.0,78.0
115.333,94.63,131.5,4.2000,CV,0,78.0,78.0
115.417,94.66,131.0,4.2000,CV,0,78.1,78.1
115.500,94.69,130.4,4.2000,CV,0,78.2,78.2
115.583,94.72,129.9,4.2000,CV,0,78.2,78.2
115.667,94.75,129.4,4.2000,CV,0,78.3,78.3
115.750,94.78,128.9,4.2000,CV,0,78.3,78.3
115.833,94.81,128.3,4.2000,CV,0,78.4,78.4
115.917,94.84,127.8,4.2000,CV,0,78.4,78.4
116.000,94.87,127.3,4.2000,CV,0,78.5,78.5
116.083,94.90,126.8,4.2000,CV,0,78.5,78.5
116.167,94.93,126.3,4.2000,CV,0,78.6,78.6
116.250,94.96,125.8,4.2000,CV,0,78.6,78.6
116.333,94.99,125.2,4.2000,CV,0,78.7,78.7
116.417,95.02,124.6,4.2000,CV,0,78.7,78.7
116.500,95.04,123.9,4.2000,CV,0,78.8,78.8
116.583,95.07,123.2,4.2000,CV,0,78.8,78.8
116.667,95.10,122.5,4.2000,CV,0,78.9,78.9
116.750,95.13,121.8,4.2000,CV,0,78.9,78.9
116.833,95.16,121.1,4.2000,CV,0,79.0,79.0
116.917,95.19,120.4,4.2000,CV,0,79.0,79.0
117.000,95.21,119.7,4.2000,CV,0,79.1,79.1
117.083,95.24,119.0,4.2000,CV,0,79.2,79.2
117.167,95.27,118.3,4.2000,CV,0,79.2,79.2
117.250,95.30,117.6,4.2000,CV,0,79.3,79.3
117.333,95.32,116.9,4.2000,CV,0,79.3,79.3
117.417,95.35,116.2,4.2000,CV,0,79.4,79.4
117.500,95.38,115.6,4.2000,CV,0,79.4,79.4
117.583,95.40,114.9,4.2000,CV,0,79.5,79.5
117.667,95.43,114.2,4.2000,CV,0,79.5,79.5
117.750,95.46,113.6,4.2000,CV,0,79.6,79.6
117.833,95.48,112.9,4.2000,CV,0,79.6,79.6
117.917,95.51,112.3,4.2000,CV,0,79.7,79.7
118.000,95.54,111.6,4.2000,CV,0,79.7,79.7
118.083,95.56,111.0,4.2000,CV,0,79.8,79.8
118.167,95.59,110.3,4.2000,CV,0,79.8,79.8
118.250,95.61,109.7,4.2000,CV,0,79.9,79.9
118.333,95.64,109.0,4.2000,CV,0,79.9,79.9
118.417,95.66,108.4,4.2000,CV,0,80.0,80.0
118.500,95.69,107.8,4.2000,CV,0,80.0,80.0
118.583,95.71,107.2,4.2000,CV,0,80.1,80.1
118.667,95.74,106.5,4.2000,CV,0,80.2,80.2
118.750,95.76,105.9,4.2000,CV,0,80.2,80.2
118.833,95.79,105.3,4.2000,CV,0,80.3,80.3
118.917,95.81,104.7,4.2000,CV,0,80.3,80.3
119.000,95.84,104.1,4.2000,CV,0,80.4,80.4
119.083,95.86,103.5,4.2000,CV,0,80.4,80.4
119.167,95.88,102.9,4.2000,CV,0,80.5,80.5
119.250,95.91,102.3,4.2000,CV,0,80.5,80.5
119.333,95.93,101.7,4.2000,CV,0,80.6,80.6
119.417,95.96,101.1,4.2000,CV,0,80.6,80.6
119.500,95.98,100.5,4.2000,CV,0,80.7,80.7
119.583,96.00,100.0,4.2000,CV,0,80.7,80.7
119.667,96.02,99.4,4.2000,CV,0,80.8,80.8
119.750,96.05,98.8,4.2000,CV,0,80.8,80.8
119.833,96.07,98.2,4.2000,CV,0,80.9,80.9
119.917,96.09,97.7,4.2000,CV,0,80.9,80.9
120.000,96.12,97.1,4.2000,CV,0,81.0,81.0
120.083,96.14,96.5,4.2000,CV,0,81.1,81.1
120.167,96.16,96.0,4.2000,CV,0,81.1,81.1
120.250,96.18,95.4,4.2000,CV,0,81.2,81.2
120.333,96.21,94.9,4.2000,CV,0,81.2,81.2
120.417,96.23,94.3,4.2000,CV,0,81.3,81.3
120.500,96.25,93.8,4.2000,CV,0,81.3,81.3
120.583,96.27,93.2,4.2000,CV,0,81.4,81.4
120.667,96.29,92.7,4.2000,CV,0,81.4,81.4
120.750,96.31,92.2,4.2000,CV,0,81.5,81.5
120.833,96.34,91.6,4.2000,CV,0,81.5,81.5
120.917,96.36,91.1,4.2000,CV,0,81.6,81.6
121.000,96.38,90.6,4.2000,CV,0,81.6,81.6
121.083,96.40,90.0,4.2000,CV,0,81.7,81.7
121.167,96.42,89.5,4.2000,CV,0,81.7,81.7
121.250,96.44,89.0,4.2000,CV,0,81.8,81.8
121.333,96.46,88.5,4.2000,CV,0,81.8,81.8
121.417,96.48,88.0,4.2000,CV,0,81.9,81.9
121.500,96.50,87.5,4.2000,CV,0,82.0,82.0
121.583,96.52,87.0,4.2000,CV,0,82.0,82.0
121.667,96.54,86.5,4.2000,CV,0,82.1,82.1
121.750,96.56,86.0,4.2000,CV,0,82.1,82.1
121.833,96.58,85.5,4.2000,CV,0,82.2,82.2
121.917,96.60,85.0,4.2000,CV,0,82.2,82.2
122.000,96.62,84.5,4.2000,CV,0,82.3,82.3
122.083,96.64,84.0,4.2000,CV,0,82.3,82.3
122.167,96.66,83.5,4.2000,CV,0,82.4,82.4
122.250,96.68,83.0,4.2000,CV,0,82.4,82.4
122.333,96.70,82.5,4.2000,CV,0,82.5,82.5
122.417,96.72,82.1,4.2000,CV,0,82.5,82.5
122.500,96.74,81.6,4.2000,CV,0,82.6,82.6
122.583,96.76,81.1,4.2000,CV,0,82.6,82.6
122.667,96.77,80.6,4.2000,CV,0,82.7,82.7
122.750,96.79,80.2,4.2000,CV,0,82.7,82.7
122.833,96.81,79.7,4.2000,CV,0,82.8,82.8
122.917,96.83,79.2,4.2000,CV,0,82.8,82.8
123.000,96.85,78.8,4.2000,CV,0,82.9,82.9
123.083,96.87,78.3,4.2000,CV,0,83.0,83.0
123.167,96.88,77.9,4.2000,CV,0,83.0,83.0
123.250,96.90,77.4,4.2000,CV,0,83.1,83.1
123.333,96.92,77.0,4.2000,CV,0,83.1,83.1
123.417,96.94,76.5,4.2000,CV,0,83.2,83.2
123.500,96.96,76.1,4.2000,CV,0,83.2,83.2
123.583,96.97,75.7,4.2000,CV,0,83.3,83.3
123.667,96.99,75.2,4.2000,CV,0,83.3,83.3
123.750,97.01,74.8,4.2000,CV,0,83.4,83.4
123.833,97.03,74.3,4.2000,CV,0,83.4,83.4
123.917,97.04,73.9,4.2000,CV,0,83.5,83.5
124.000,97.06,73.5,4.2000,CV,0,83.5,83.5
124.083,97.08,73.1,4.2000,CV,0,83.6,83.6
124.167,97.09,72.6,4.2000,CV,0,83.6,83.6
124.250,97.11,72.2,4.2000,CV,0,83.7,83.7
124.333,97.13,71.8,4.2000,CV,0,83.7,83.7
124.417,97.14,71.4,4.2000,CV,0,83.8,83.8
124.500,97.16,71.0,4.2000,CV,0,83.8,83.8
124.583,97.18,70.6,4.2000,CV,0,83.9,83.9
124.667,97.19,70.2,4.2000,CV,0,84.0,84.0
124.750,97.21,69.7,4.2000,CV,0,84.0,84.0
124.833,97.23,69.3,4.2000,CV,0,84.1,84.1
124.917,97.24,68.9,4.2000,CV,0,84.1,84.1
125.000,97.26,68.5,4.2000,CV,0,84.2,84.2
125.083,97.27,68.1,4.2000,CV,0,84.2,84.2
125.167,97.29,67.8,4.2000,CV,0,84.3,84.3
125.250,97.31,67.4,4.2000,CV,0,84.3,84.3
125.333,97.32,67.0,4.2000,CV,0,84.4,84.4
125.417,97.34,66.6,4.2000,CV,0,84.4,84.4
125.500,97.35,66.2,4.2000,CV,0,84.5,84.5
125.583,97.37,65.8,4.2000,CV,0,84.5,84.5
125.667,97.38,65.4,4.2000,CV,0,84.6,84.6
125.750,97.40,65.1,4.2000,CV,0,84.6,84.6
125.833,97.41,64.7,4.2000,CV,0,84.7,84.7
125.917,97.43,64.3,4.2000,CV,0,84.7,84.7
126.000,97.44,63.9,4.2000,CV,0,84.8,84.8
126.083,97.46,63.6,4.2000,CV,0,84.9,84.9
126.167,97.47,63.2,4.2000,CV,0,84.9,84.9
126.250,97.49,62.8,4.2000,CV,0,85.0,85.0
126.333,97.50,62.5,4.2000,CV,0,85.0,85.0
126.417,97.52,62.1,4.2000,CV,0,85.1,85.1
126.500,97.53,61.7,4.2000,CV,0,85.1,85.1
126.583,97.54,61.4,4.2000,CV,0,85.2,85.2
126.667,97.56,61.0,4.2000,CV,0,85.2,85.2
126.750,97.57,60.7,4.2000,CV,0,85.3,85.3
126.833,97.59,60.3,4.2000,CV,0,85.3,85.3
126.917,97.60,60.0,4.2000,CV,0,85.4,85.4
127.000,97.61,59.6,4.2000,CV,0,85.4,85.4
127.083,97.63,59.3,4.2000,CV,0,85.5,85.5
127.167,97.64,58.9,4.2000,CV,0,85.5,85.5
127.250,97.66,58.6,4.2000,CV,0,85.6,85.6
127.333,97.67,58.3,4.2000,CV,0,85.6,85.6
127.417,97.68,57.9,4.2000,CV,0,85.7,85.7
127.500,97.70,57.6,4.2000,CV,0,85.8,85.8
127.583,97.71,57.3,4.2000,CV,0,85.8,85.8
127.667,97.72,56.9,4.2000,CV,0,85.9,85.9
127.750,97.74,56.6,4.2000,CV,0,85.9,85.9
127.833,97.75,56.3,4.2000,CV,0,86.0,86.0
127.917,97.76,55.9,4.2000,CV,0,86.0,86.0
128.000,97.78,55.6,4.2000,CV,0,86.1,86.1
128.083,97.79,55.3,4.2000,CV,0,86.1,86.1
128.167,97.80,55.0,4.2000,CV,0,86.2,86.2
128.250,97.81,54.7,4.2000,CV,0,86.2,86.2
128.333,97.83,54.3,4.2000,CV,0,86.3,86.3
128.417,97.84,54.0,4.2000,CV,0,86.3,86.3
128.500,97.85,53.7,4.2000,CV,0,86.4,86.4
128.583,97.86,53.4,4.2000,CV,0,86.4,86.4
128.667,97.88,53.1,4.2000,CV,0,86.5,86.5
128.750,97.89,52.8,4.2000,CV,0,86.5,86.5
128.833,97.90,52.5,4.2000,CV,0,86.6,86.6
128.917,97.91,52.2,4.2000,CV,0,86.6,86.6
129.000,97.92,51.9,4.2000,CV,0,86.7,86.7
129.083,97.94,51.6,4.2000,CV,0,86.8,86.8
129.167,97.95,51.3,4.2000,CV,0,86.8,86.8
129.250,97.96,51.0,4.2000,CV,0,86.9,86.9
129.333,97.97,50.7,4.2000,CV,0,86.9,86.9
129.417,97.98,50.4,4.2000,CV,0,87.0,87.0
129.500,98.00,50.1,4.2000,CV,0,87.0,87.0
129.583,98.01,49.8,4.2000,CV,0,87.1,87.1
129.667,98.02,49.5,4.2000,CV,0,87.1,87.1
129.750,98.03,49.2,4.2000,CV,0,87.2,87.2
129.833,98.04,49.0,4.2000,CV,0,87.2,87.2
129.917,98.05,48.7,4.2000,CV,0,87.3,87.3
130.000,98.06,48.4,4.2000,CV,0,87.3,87.3
130.083,98.08,48.1,4.2000,CV,0,87.4,87.4
130.167,98.09,47.8,4.2000,CV,0,87.4,87.4
130.250,98.10,47.6,4.2000,CV,0,87.5,87.5
130.333,98.11,47.3,4.2000,CV,0,87.5,87.5
130.417,98.12,47.0,4.2000,CV,0,87.6,87.6
130.500,98.13,46.7,4.2000,CV,0,87.7,87.7
130.583,98.14,46.5,4.2000,CV,0,87.7,87.7
130.667,98.15,46.2,4.2000,CV,0,87.8,87.8
130.750,98.16,45.9,4.2000,CV,0,87.8,87.8
130.833,98.17,45.7,4.2000,CV,0,87.9,87.9
130.917,98.18,45.4,4.2000,CV,0,87.9,87.9
131.000,98.19,45.1,4.2000,CV,0,88.0,88.0
131.083,98.21,44.9,4.2000,CV,0,88.0,88.0
131.167,98.22,44.6,4.2000,CV,0,88.1,88.1
131.250,98.23,44.4,4.2000,CV,0,88.1,88.1
131.333,98.24,44.1,4.2000,CV,0,88.2,88.2
131.417,98.25,43.8,4.2000,CV,0,88.2,88.2
131.500,98.26,43.6,4.2000,CV,0,88.3,88.3
131.583,98.27,43.3,4.2000,CV,0,88.3,88.3
131.667,98.28,43.1,4.2000,CV,0,88.4,88.4
131.750,98.29,42.8,4.2000,CV,0,88.4,88.4
131.833,98.30,42.6,4.2000,CV,0,88.5,88.5
131.917,98.31,42.3,4.2000,CV,0,88.5,88.5
132.000,98.32,42.1,4.2000,CV,0,88.6,88.6
132.083,98.33,41.9,4.2000,CV,0,88.7,88.7
132.167,98.34,41.6,4.2000,CV,0,88.7,88.7
132.250,98.35,41.4,4.2000,CV,0,88.8,88.8
132.333,98.35,41.1,4.2000,CV,0,88.8,88.8
132.417,98.36,40.9,4.2000,CV,0,88.9,88.9
132.500,98.37,40.7,4.2000,CV,0,88.9,88.9
132.583,98.38,40.4,4.2000,CV,0,89.0,89.0
132.667,98.39,40.2,4.2000,CV,0,89.0,89.0
132.750,98.40,40.0,4.2000,CV,0,89.1,89.1
132.833,98.41,39.7,4.2000,CV,0,89.1,89.1
132.917,98.42,39.5,4.2000,CV,0,89.2,89.2
133.000,98.43,39.3,4.2000,CV,0,89.2,89.2
133.083,98.44,39.0,4.2000,CV,0,89.3,89.3
133.167,98.45,38.8,4.2000,CV,0,89.3,89.3
133.250,98.46,38.6,4.2000,CV,0,89.4,89.4
133.333,98.47,38.4,4.2000,CV,0,89.4,89.4
133.417,98.47,38.1,4.2000,CV,0,89.5,89.5
133.500,98.48,37.9,4.2000,CV,0,89.5,89.5
133.583,98.49,37.7,4.2000,CV,0,89.6,89.6
133.667,98.50,37.5,4.2000,CV,0,89.7,89.7
133.750,98.51,37.3,4.2000,CV,0,89.7,89.7
133.833,98.52,37.1,4.2000,CV,0,89.8,89.8
133.917,98.53,36.8,4.2000,CV,0,89.8,89.8
134.000,98.54,36.6,4.2000,CV,0,89.9,89.9
134.083,98.54,36.4,4.2000,CV,0,89.9,89.9
134.167,98.55,36.2,4.2000,CV,0,90.0,90.0
134.250,98.56,36.0,4.2000,CV,0,90.0,90.0
134.333,98.57,35.8,4.2000,CV,0,90.1,90.1
134.417,98.58,35.6,4.2000,CV,0,90.1,90.1
134.500,98.59,35.4,4.2000,CV,0,90.2,90.2
134.583,98.59,35.2,4.2000,CV,0,90.2,90.2
134.667,98.60,35.0,4.2000,CV,0,90.3,90.3
134.750,98.61,34.8,4.2000,CV,0,90.3,90.3
134.833,98.62,34.6,4.2000,CV,0,90.4,90.4
134.917,98.63,34.4,4.2000,CV,0,90.4,90.4
135.000,98.63,34.2,4.2000,CV,0,90.5,90.5
135.083,98.64,34.0,4.2000,CV,0,90.6,90.6
135.167,98.65,33.8,4.2000,CV,0,90.6,90.6
135.250,98.66,33.6,4.2000,CV,0,90.7,90.7
135.333,98.66,33.4,4.2000,CV,0,90.7,90.7
135.417,98.67,33.2,4.2000,CV,0,90.8,90.8
135.500,98.68,33.0,4.2000,CV,0,90.8,90.8
135.583,98.69,32.8,4.2000,CV,0,90.9,90.9
135.667,98.70,32.6,4.2000,CV,0,90.9,90.9
135.750,98.70,32.4,4.2000,CV,0,91.0,91.0
135.833,98.71,32.2,4.2000,CV,0,91.0,91.0
135.917,98.72,32.0,4.2000,CV,0,91.1,91.1
136.000,98.73,31.9,4.2000,CV,0,91.1,91.1
136.083,98.73,31.7,4.2000,CV,0,91.2,91.2
136.167,98.74,31.5,4.2000,CV,0,91.2,91.2
136.250,98.75,31.3,4.2000,CV,0,91.3,91.3
136.333,98.75,31.1,4.2000,CV,0,91.3,91.3
136.417,98.76,30.9,4.2000,CV,0,91.4,91.4
136.500,98.77,30.8,4.2000,CV,0,91.5,91.5
136.583,98.78,30.6,4.2000,CV,0,91.5,91.5
136.667,98.78,30.4,4.2000,CV,0,91.6,91.6
136.750,98.79,30.2,4.2000,CV,0,91.6,91.6
136.833,98.80,30.1,4.2000,CV,0,91.7,91.7
136.917,98.80,29.9,4.2000,CV,0,91.7,91.7
137.000,98.81,29.7,4.2000,CV,0,91.8,91.8
137.083,98.82,29.5,4.2000,CV,0,91.8,91.8
137.167,98.83,29.4,4.2000,CV,0,91.9,91.9
137.250,98.83,29.2,4.2000,CV,0,91.9,91.9
137.333,98.84,29.0,4.2000,CV,0,92.0,92.0
137.417,98.85,28.9,4.2000,CV,0,92.0,92.0
137.500,98.85,28.7,4.2000,CV,0,92.1,92.1
137.583,98.86,28.5,4.2000,CV,0,92.1,92.1
137.667,98.87,28.4,4.2000,CV,0,92.2,92.2
137.750,98.87,28.2,4.2000,CV,0,92.2,92.2
137.833,98.88,28.0,4.2000,CV,0,92.3,92.3
137.917,98.88,27.9,4.2000,CV,0,92.3,92.3
138.000,98.89,27.7,4.2000,CV,0,92.4,92.4
138.083,98.90,27.6,4.2000,CV,0,92.5,92.5
138.167,98.90,27.4,4.2000,CV,0,92.5,92.5
138.250,98.91,27.2,4.2000,CV,0,92.6,92.6
138.333,98.92,27.1,4.2000,CV,0,92.6,92.6
138.417,98.92,26.9,4.2000,CV,0,92.7,92.7
138.500,98.93,26.8,4.2000,CV,0,92.7,92.7
138.583,98.94,26.6,4.2000,CV,0,92.8,92.8
138.667,98.94,26.5,4.2000,CV,0,92.8,92.8
138.750,98.95,26.3,4.2000,CV,0,92.9,92.9
138.833,98.95,26.2,4.2000,CV,0,92.9,92.9
138.917,98.96,26.0,4.2000,CV,0,93.0,93.0
139.000,98.97,25.9,4.2000,CV,0,93.0,93.0
139.083,98.97,25.7,4.2000,CV,0,93.1,93.1
139.167,98.98,25.6,4.2000,CV,0,93.1,93.1
139.250,98.98,25.4,4.2000,CV,0,93.2,93.2
139.333,98.99,25.3,4.2000,CV,0,93.2,93.2
